,ibc_br_sa,icc,pib_12m,energia_industrial,energia_outros,energia_residencial,energia_total,energia_comercial,ic_br,ic_br_agro,ic_br_energia,ic_br_metal,ipc_br,ipc_br_nucleo,ipc_fipe,ipa_m,ipa_og_di_agr,ipa_og_di_ind,igp_10,igp_di,igpm,incc,ipca,ipca_comercializaveis,ipca_livres,ipca_monitorados,ipca_nao_comercializaveis,ipca_dp,ipca_ms,ipca_p55,ipca_ex0,ipca_ex3,ind_bens_k,ind_bens_consumo,ind_bens_cons_duraveis,ind_bens_intermediarios,ind_extrativa,ind_geral,ind_transformacao,ind_semi_nao_duraveis,prod_aco,prod_veic_leves,prod_caminhao,prod_onibus,prod_veiculos,uci_cni,uci_fgv,horas_trabalhadas,base_monetaria,deposito_poupanca,deposito_avista,m1,m2,m3,m4,papel_moeda,pms_auto_pecas,pms_comb_lubr,pms_hiper_alim_beb_fum,pms_hiper_super,pms_moveis_eletro,pms_vest,pms_total,vendas_veiculos,vendas_veic_interno,concessoes,idp_12m,idp,reservas_intern,bp_tc,bp_tc_12mpib,div_liq_spc_externa,div_liq_spc_interna,div_liq_spc_total,div_liq_gov_bc_externa,div_liq_gov_bc_interna,div_liq_gov_bc_total,spc_res_prim_12m,spc_res_prim_corrente,spc_res_prim_12mpib,cambio_real,brlusd,selic,tjlp,ipa_di,embi_br,ir_receita,swaps_di360,juros_ltn,ipca_mensal,ipca_doze_mensal,igpm_doze_mensal,expectativa_igpm_h_1,expectativa_igpm_h_2,expectativa_igpm_h_3,expectativa_igpm_h_4,expectativa_igpm_h_5,expectativa_igpm_h_6,expectativa_igpm_h_7,expectativa_igpm_h_8,expectativa_igpm_h_9,expectativa_igpm_h_10,expectativa_igpm_h_11,expectativa_igpm_h_12,cboe_vix,oil_price,us_tr_10year,us_tr_2year,us_tr_5year_tips,ppic,indice_dolar,bovespa,emergentes,exportacoes,exp_preco,exp_quantum,imp_preco,imp_quantum,seguro desemprego,empregos,FGTS,INSS,juros_ex_ante
2015-05-01,141.09,91.77,5878032.1,14330.0,5967.0,10542.0,38202.0,7364.0,153.7,171.9,71.53,169.74,0.72,0.69,0.62,0.3,-1.15,0.71,0.52,0.4,0.41,0.95,0.74,0.79,0.59,1.22,0.42,0.66,0.75,0.69,0.31,0.73,84.9,111.4,118.7,107.3,127.0,107.5,104.9,108.4,145.99,204559.0,6169.0,2319.0,213047.0,79.3,76.5,97.5,246303625.0,651079300.0,158728623.0,318441737.0,2193636407.0,4554350444.0,4908824344.0,159713114.0,90.28,115.2,94.71,92.39,108.18,123.0,97.87,221076.0,180314.0,175510.0,71615.6,5568.1,366647.0,-4220.1,-4.46,-474256.93,2377922.99,1903666.05,-9.9,30.03,20.13,38469.33,6900.41,0.65,74.71,3.1788,13.15,6.0,0.19,296.0,22787.16955895,13.73,13.7213709677419,0.44761273209549074,6.04525,5.746,0.33799999999999997,0.4,0.5,0.5045,0.5221052631578947,0.493,0.4947368421052632,0.471578947368421,0.4495238095238095,0.43052631578947365,0.40499999999999997,0.36684210526315786,13.3385,59.27,2.2,0.61,-0.1,193.4,95.1920009613037,55807.5,35.57570457458496,140.243416933895,124.362373411735,116.125358708144,117.687536498363,157.386446413846,22.0,42.0,37.0,52.0,7.726000000000001
2015-06-01,139.55,90.58,5907266.7,14176.0,5902.0,10113.0,37264.0,7073.0,155.07,175.76,71.53,162.38,0.82,0.71,0.47,0.41,0.15,0.54,0.57,0.68,0.67,1.84,0.79,0.68,0.69,1.12,0.69,0.77,0.72,0.66,0.68,0.73,84.9,109.5,115.6,107.2,126.7,106.4,103.8,108.4,143.73,180525.0,5284.0,1799.0,187608.0,79.2,75.8,96.4,235205704.0,648879274.0,159866795.0,318619292.0,2200717397.0,4563586143.0,4951069509.0,158752497.0,92.93,113.48,94.51,92.49,105.97,118.22,96.68,227615.0,179639.0,189109.0,71219.9,5342.9,368668.0,-3916.4,-4.5,-451244.32,2414053.43,1962809.11,-9.42,30.39,20.96,45692.0,9323.15,0.77,75.55,3.1026,13.58,6.0,0.43,292.0,26815.61499157,14.17,14.1309034482759,0.31767379679144386,6.146666666666667,5.760238095238096,0.3945,0.48250000000000004,0.5214285714285715,0.5257142857142858,0.5042857142857142,0.5,0.4680952380952381,0.4342857142857143,0.43666666666666665,0.429047619047619,0.3871428571428572,0.34857142857142853,14.339545454545457,59.82,2.36,0.69,0.05,194.8,95.17000024968928,53483.142857142855,33.72346219149503,139.052859619358,124.343623138696,130.644603777888,117.065448836157,171.050909163205,16.0,33.0,25.0,46.0,8.055
2015-07-01,138.41,84.55,5927538.5,13953.0,5914.0,10111.0,36816.0,6839.0,160.33,184.09,71.2,161.82,0.53,0.58,0.85,0.73,1.02,0.45,0.75,0.58,0.69,0.55,0.62,0.5,0.45,1.17,0.4,0.63,0.67,0.61,0.41,0.54,84.7,109.4,121.4,104.6,124.5,104.5,101.9,107.4,140.02,214651.0,6599.0,1895.0,223145.0,78.9,75.1,96.3,230474860.0,650714091.0,151094978.0,312043132.0,2210374249.0,4597352502.0,4989008758.0,160948154.0,94.91,112.43,93.28,91.08,102.71,118.82,95.62,218232.0,189936.0,174996.0,67000.1,5656.9,368252.0,-6583.7,-4.42,-545934.35,2496752.14,1950817.79,-11.15,31.47,20.31,50995.51,10018.65,0.86,76.91,3.394,13.69,6.5,0.61,299.0,26531.70208453,14.02,14.0166838709677,0.321781914893617,5.932173913043478,5.774565217391304,0.4636363636363636,0.5152173913043478,0.5313043478260869,0.5030434782608696,0.5004347826086957,0.4495454545454546,0.42625,0.4313636363636364,0.40652173913043477,0.3854545454545455,0.3534782608695652,0.38863636363636367,14.352272727272727,50.9,2.32,0.67,0.14,193.9,96.96227299083363,51559.5,32.021010398864746,139.97893285116,124.655714726015,127.440300241273,116.759320147404,177.209248713874,14.0,32.0,26.0,52.0,8.109130434782609
2015-08-01,138.82,84.66,5945152.7,14286.0,6182.0,10313.0,37859.0,7077.0,168.0,193.41,72.45,169.74,0.22,0.58,0.56,0.2,0.58,0.38,0.34,0.4,0.28,0.59,0.22,0.42,0.19,0.32,-0.01,0.43,0.56,0.55,0.33,0.53,70.9,109.7,113.5,107.4,127.4,105.1,102.5,107.9,135.38,210515.0,5283.0,1193.0,216991.0,78.3,75.1,95.2,237326165.0,647539584.0,151353295.0,310097600.0,2212621000.0,4591457079.0,5022943900.0,158744305.0,86.81,112.0,92.31,89.74,98.43,116.49,94.94,208294.0,173864.0,166719.0,62688.3,4280.3,368159.0,-2989.5,-4.4,-619187.33,2549116.65,1929929.33,-12.5,32.12,19.62,43845.47,7309.98,0.74,82.54,3.6467,14.15,6.5,0.44,,20738.53554064,14.2,14.1141225806452,0.3241269841269841,5.696428571428571,5.793095238095238,0.5533333333333333,0.543,0.5009523809523809,0.512,0.4455,0.43636363636363634,0.429,0.40619047619047627,0.386,0.35619047619047617,0.39,0.4714285714285714,19.42809523809524,42.87,2.17,0.7,0.31,191.9,96.37809499104817,47687.666666666664,29.311106182280042,139.515748989965,121.044127668598,109.777043431364,115.772137407884,145.153652957193,18.0,39.0,31.0,71.0,8.537142857142857
2015-09-01,137.71,85.53,5953369.4,14002.0,6242.0,10437.0,37842.0,7161.0,183.62,210.3,79.64,189.0,0.42,0.59,0.66,1.3,3.4,1.49,0.61,1.42,0.95,0.22,0.54,0.46,0.42,0.92,0.38,0.69,0.64,0.48,0.55,0.55,79.8,108.6,111.8,103.0,126.6,102.7,100.0,108.5,123.49,169211.0,5819.0,1727.0,176757.0,78.1,74.9,93.4,227974732.0,646378452.0,149465996.0,308941546.0,2233749004.0,4636253676.0,5087639840.0,159475550.0,87.6,111.36,93.42,91.25,102.64,116.34,94.8,201206.0,167704.0,178981.0,62215.7,6585.7,361370.0,-3002.0,-4.29,-719724.87,2625743.76,1906018.88,-14.36,33.24,18.88,25672.81,7318.33,0.43,89.49,3.9729,14.15,6.5,2.02,361.0,21627.54993438,15.26,15.0931466666667,0.4339522546419098,5.872142857142857,6.076190476190476,0.575,0.521904761904762,0.545,0.466,0.44727272727272727,0.441,0.4042857142857143,0.39857142857142863,0.37142857142857144,0.390952380952381,0.4809523809523809,0.5180952380952382,24.377142857142857,45.48,2.17,0.71,0.33,189.1,95.75809515090216,46314.71428571428,27.87037331717355,136.945939531559,118.50528743498,112.995325930757,114.105365351759,153.788567941477,12.0,31.0,22.0,50.0,9.406190476190476
2015-10-01,138.82,88.77,5965712.9,14117.0,6395.0,11133.0,39277.0,7631.0,185.03,213.08,77.24,189.09,0.76,0.63,0.88,2.63,2.75,2.23,1.88,1.76,1.89,0.36,0.82,0.99,0.64,1.39,0.34,0.73,0.66,0.74,0.63,0.58,74.8,108.0,105.9,103.7,123.8,102.4,100.3,108.5,140.47,200066.0,6799.0,1232.0,208097.0,78.2,74.7,94.3,242612644.0,647197563.0,146448053.0,311859455.0,2252120829.0,4677523145.0,5114530928.0,165411401.0,84.82,108.72,95.54,93.06,104.18,117.81,95.55,201956.0,162069.0,167141.0,60743.1,5958.1,361230.0,-5029.0,-4.2,-694325.84,2666839.4,1972513.56,-13.85,33.69,19.84,40931.64,11530.19,0.69,86.78,3.8589,14.15,7.0,2.38,421.0,26780.04028707,15.34,15.3467870967742,0.5016137566137566,6.404285714285715,6.902142857142857,0.5828571428571429,0.5933333333333333,0.508095238095238,0.49666666666666665,0.4604761904761905,0.42238095238095236,0.4,0.3814285714285714,0.398,0.48,0.5342857142857144,0.529,16.789545454545454,46.22,2.07,0.64,0.21,187.5,95.71409086747603,47281.76190476191,29.782309358770195,133.664322780461,116.932412782186,116.007823773222,113.043470598436,164.818501855754,12.0,28.0,23.0,46.0,8.963333333333333
2015-11-01,136.8,85.55,5980761.4,13874.0,6429.0,11132.0,39225.0,7791.0,176.15,205.23,71.83,172.25,1.0,0.69,1.06,1.93,2.48,0.99,1.64,1.19,1.52,0.34,1.01,1.14,0.98,1.09,0.85,0.71,0.75,0.7,0.59,0.63,76.6,107.4,100.3,99.9,110.8,100.7,99.1,108.6,132.62,167479.0,5350.0,1045.0,173874.0,77.8,75.0,90.1,242480321.0,649996769.0,155124287.0,323866983.0,2269537065.0,4716993314.0,5163315756.0,168742696.0,84.54,107.71,92.69,90.47,102.14,113.86,94.36,203465.0,166934.0,171647.0,61441.5,6595.6,357016.0,-3863.9,-3.98,-664203.13,2691713.13,2027509.99,-13.31,33.83,20.52,52414.38,19566.96,0.88,81.93,3.8506,14.15,7.0,1.41,,22952.85882426,15.37,15.2569866666667,0.5694488188976378,6.837999999999999,6.8805,0.675,0.5657894736842105,0.5457142857142857,0.5,0.43200000000000005,0.4010526315789474,0.382,0.3978947368421053,0.508421052631579,0.546,0.557,0.5235000000000001,16.21,42.44,2.26,0.88,0.4,185.7,99.03300056457519,47088.42105263158,29.24535083770752,132.739093039831,117.065424861165,100.342798061048,110.511029567898,150.83183321681,18.0,32.0,28.0,57.0,8.437749999999998
2015-12-01,136.48,87.17,5995787.0,13395.0,6340.0,11084.0,38670.0,7852.0,178.15,209.86,64.25,175.48,0.88,0.79,0.82,0.39,1.51,-0.14,0.81,0.44,0.49,0.1,0.96,0.91,1.1,0.53,1.26,0.73,0.79,0.6,0.86,0.69,71.5,106.1,105.6,99.0,110.6,99.1,97.7,107.3,134.83,138675.0,2582.0,541.0,141798.0,77.7,75.2,79.9,231561259.0,659005512.0,161940172.0,347220589.0,2334143094.0,4854978073.0,5312283123.0,185280417.0,88.52,107.77,93.08,90.79,100.15,114.21,94.11,236702.0,190471.0,196769.0,64738.2,10348.8,356464.0,80.8,-3.53,-681872.16,2818760.17,2136888.0,-13.62,35.52,21.9,111248.87,71728.73,1.86,81.74,3.9048,14.15,7.0,0.33,436.0,33055.94366831,15.81,15.7352774193548,0.6623947368421053,7.0375,6.652727272727273,0.5938095238095238,0.5817391304347825,0.5076190476190476,0.43318181818181817,0.41047619047619044,0.3931818181818182,0.4063636363636363,0.5172727272727273,0.5622727272727274,0.5595238095238095,0.535909090909091,0.5147619047619048,18.025454545454547,37.19,2.24,0.98,0.46,183.5,98.33409049294211,44682.2,27.853169788013805,127.994036708963,112.164962275572,119.905976907455,110.126504443991,124.710079894821,10.0,18.0,16.0,50.0,8.745909090909091
2016-01-01,135.52,89.04,6003128.3,12621.0,6190.0,11830.0,38401.0,7761.0,183.39,216.68,64.82,179.01,1.78,0.89,1.37,1.14,2.58,1.24,0.69,1.53,1.14,0.39,1.27,0.92,1.12,1.75,1.28,0.86,0.84,0.95,0.62,0.68,73.7,107.5,101.9,99.4,105.5,100.1,99.2,107.6,127.88,147444.0,4158.0,1176.0,152778.0,77.3,74.1,81.2,238911941.0,650996716.0,150475360.0,321522785.0,2300666103.0,4829018658.0,5291768650.0,171047425.0,80.73,105.57,91.96,89.78,91.3,115.26,91.47,154012.0,130178.0,144305.0,66423.4,6584.5,357507.0,-6043.6,-3.26,-737131.34,2858536.27,2121404.93,-14.6,36.13,21.52,104398.84,-27912.84,1.74,82.03,4.0428,14.15,7.5,1.63,,43391.86826847,15.29,15.3123903225806,0.7174801061007958,7.01875,6.64525,0.594,0.517,0.44400000000000006,0.425,0.398,0.42736842105263156,0.5689473684210525,0.5985,0.5926315789473684,0.5485,0.5468421052631579,0.5057894736842105,23.717894736842105,31.68,2.09,0.9,0.33,182.6,99.02300033569335,39390.15789473684,25.29146877088045,123.054365022652,108.261108755334,88.5410648524291,108.035327551476,119.069134798547,15.0,41.0,28.0,97.0,8.29075
2016-02-01,135.43,95.23,6026858.5,13496.0,6165.0,11352.0,38727.0,7714.0,180.54,210.97,60.98,189.38,0.76,0.76,0.89,1.45,2.02,0.36,1.55,0.79,1.29,0.54,0.9,1.06,1.06,0.39,1.07,0.78,0.73,0.66,1.0,0.67,77.4,105.0,96.2,97.7,109.0,99.1,97.4,107.1,132.98,137507.0,5317.0,1509.0,144333.0,77.7,73.8,83.6,253089315.0,648289784.0,151449785.0,319261836.0,2301159340.0,4884235641.0,5331795004.0,167812051.0,91.11,105.14,92.42,90.34,104.47,114.77,92.55,161434.0,125072.0,149047.0,68937.3,5108.3,359368.0,-1787.1,-2.97,-738342.57,2925113.91,2186771.34,-14.54,37.76,23.22,125139.15,23039.96,2.08,79.74,3.9796,14.15,7.5,0.84,513.0,20039.62099482,14.4,14.2815428571429,0.6775132275132276,6.95342105263158,6.842631578947368,0.5588888888888889,0.45368421052631586,0.42166666666666663,0.4042105263157895,0.435,0.5733333333333334,0.6368421052631579,0.6444444444444444,0.5621052631578948,0.5547368421052632,0.5131578947368421,0.5189473684210526,22.517,30.32,1.78,0.73,0.14,181.3,97.09550018310547,41025.31578947369,25.668088150024413,124.852400199403,105.478248623866,107.419376306823,106.466967111286,127.730664189911,12.0,32.0,20.0,60.0,7.508947368421053
2016-03-01,134.48,89.31,6039452.6,13928.0,6402.0,11316.0,39445.0,7798.0,170.41,197.22,58.96,184.86,0.5,0.63,0.97,0.44,1.28,-0.01,0.58,0.43,0.51,0.64,0.43,0.89,0.68,-0.36,0.51,0.48,0.61,0.59,0.42,0.6,78.9,106.2,101.8,99.1,108.8,99.5,98.3,108.0,124.63,193037.0,5661.0,1654.0,200352.0,77.1,73.8,88.9,240829250.0,647003070.0,148210093.0,313677641.0,2301406917.0,4953973835.0,5389752466.0,165467548.0,87.63,103.87,91.39,89.34,96.41,107.74,91.68,194841.0,153248.0,171759.0,72762.0,6774.0,357698.0,-1994.9,-2.73,-631362.66,2946205.56,2314842.91,-12.5,37.9,25.4,136022.04,10643.53,2.25,75.04,3.5589,14.15,7.5,0.37,489.0,24930.75919112,13.8,13.6773387096774,0.5211968085106383,6.681363636363637,6.431818181818182,0.4222727272727273,0.4057142857142857,0.39045454545454544,0.41285714285714287,0.5695454545454545,0.6409090909090909,0.6586363636363637,0.5613636363636364,0.5766666666666667,0.5142857142857143,0.5025000000000001,0.4919047619047619,15.84909090909091,37.55,1.89,0.88,-0.03,182.1,96.25954506613992,49174.13636363636,28.340878399935637,122.739834897592,105.238436163194,130.170504151267,105.00050970704,146.176532225698,12.0,31.0,22.0,51.0,7.128636363636364
2016-04-01,134.51,87.68,6063168.7,13976.0,6464.0,11782.0,40269.0,8046.0,164.72,188.81,61.1,181.15,0.49,0.6,0.46,0.29,1.14,-0.07,0.4,0.36,0.33,0.55,0.61,0.48,0.58,0.69,0.67,0.78,0.67,0.59,0.43,0.57,76.7,106.0,94.7,99.0,110.1,99.6,98.4,108.5,115.29,164516.0,5197.0,1585.0,171298.0,77.21,74.1,87.8,245334523.0,642773092.0,150235933.0,316640864.0,2298824612.0,4975614007.0,5419606850.0,166404931.0,79.88,104.11,91.52,89.73,95.49,111.31,91.83,181306.0,141645.0,155596.0,76110.2,7307.1,362201.0,-1125.8,-2.44,-599357.91,2955968.94,2356611.04,-11.87,37.86,25.99,139285.34,-10181.71,2.3,73.46,3.4508,14.15,7.5,0.29,404.0,36440.79619972,13.42,13.3567448275862,0.5536729222520107,6.3565,6.088749999999999,0.388,0.3925,0.41100000000000003,0.5573684210526316,0.618,0.6057894736842105,0.5605,0.556842105263158,0.5189473684210526,0.5,0.4878947368421052,0.41950000000000004,14.300476190476191,40.75,1.81,0.77,-0.22,183.2,94.403809320359,51852.15,29.356642223539808,122.756923353873,107.699141431207,121.279769196498,107.308398482709,129.424622898879,12.0,29.0,20.0,54.0,7.0760000000000005
2016-05-01,134.11,90.85,6087403.4,13940.0,6397.0,10932.0,38649.0,7379.0,166.25,190.48,65.37,178.85,0.64,0.61,0.57,0.98,3.31,0.71,0.6,1.13,0.82,0.08,0.78,0.71,0.58,1.4,0.47,0.81,0.73,0.6,0.5,0.61,79.5,105.6,99.6,99.1,112.2,99.8,98.2,106.6,128.01,172072.0,5332.0,1491.0,178895.0,76.92,73.7,88.5,245436435.0,640246589.0,149595843.0,314364643.0,2312333789.0,5008017964.0,5453699716.0,164768800.0,78.99,103.09,91.89,89.94,92.93,110.35,90.93,194266.0,145663.0,165382.0,76317.1,5775.0,363447.0,839.5,-2.15,-647195.28,3026325.6,2379130.3,-12.71,38.8,26.1,150510.26,18125.33,2.47,72.29,3.5951,14.15,7.5,1.49,,23305.97535441,13.24,13.2517566666667,0.45029333333333327,6.100714285714286,6.0997619047619045,0.35666666666666663,0.3995,0.535,0.5933333333333333,0.601,0.5576190476190477,0.5585000000000001,0.5142857142857143,0.5,0.484,0.42142857142857143,0.3647619047619048,14.852857142857141,46.71,1.81,0.82,-0.22,185.3,94.52190471830822,51016.142857142855,28.032845633370535,127.632307429932,112.816977472291,127.666886716038,103.213873727707,142.064126183283,16.0,34.0,24.0,77.0,7.133571428571428
2016-06-01,134.58,98.05,6118558.5,13882.0,6207.0,10614.0,37550.0,6848.0,166.98,190.51,70.83,176.96,0.26,0.49,0.65,2.21,5.58,0.71,1.42,1.63,1.69,1.93,0.35,0.56,0.39,0.24,0.24,0.49,0.59,0.56,0.29,0.44,79.4,104.9,103.7,98.6,111.2,98.7,97.3,105.6,133.77,178856.0,5570.0,1824.0,186250.0,77.16,73.9,89.3,238083563.0,640680041.0,150166522.0,315458133.0,2328060305.0,5042395159.0,5492324102.0,165291611.0,78.21,102.1,91.53,88.95,93.09,109.61,90.97,196257.0,149569.0,169222.0,74638.9,3664.6,364152.0,-3180.8,-2.11,-528217.52,3057920.54,2529703.02,-10.48,39.03,28.54,151248.52,10061.41,2.47,68.69,3.2098,14.15,7.5,2.1,401.0,28180.96270133,13.13,13.0964666666667,0.2887700534759358,5.9768181818181825,6.469545454545455,0.3976190476190476,0.5190476190476191,0.5845454545454545,0.5909090909090909,0.5513636363636364,0.5663636363636363,0.5085714285714286,0.5,0.4818181818181818,0.41090909090909095,0.3676190476190476,0.3431818181818182,17.774545454545457,48.76,1.64,0.73,-0.27,187.6,94.67227207530628,50161.27272727273,28.890506224198774,129.224332496388,115.225133922585,125.034057113002,102.909355374939,156.951904801929,14.0,25.0,21.0,54.0,7.154318181818183
2016-07-01,134.44,97.67,6133331.9,14082.0,6106.0,10381.0,37255.0,6686.0,158.77,177.69,69.11,180.87,0.37,0.52,0.35,-0.01,-2.01,-0.3,1.06,-0.39,0.18,0.49,0.52,0.93,0.72,-0.1,0.54,0.53,0.51,0.39,0.41,0.38,75.5,104.0,101.5,100.9,113.4,99.4,97.6,103.7,138.97,185053.0,5091.0,1635.0,191779.0,76.68,74.0,89.2,246264442.0,643807200.0,147268307.0,313978056.0,2335393825.0,5093742194.0,5548744457.0,166709749.0,74.56,101.73,91.52,89.7,91.79,101.55,90.24,202981.0,156868.0,145527.0,68878.6,-103.3,369340.0,-4409.7,-1.98,-537421.23,3109295.88,2571874.66,-10.62,40.3,29.67,154045.94,12816.07,2.51,65.65,3.239,14.15,7.5,-0.81,347.0,30088.49474047,13.23,13.185635483871,0.2829708222811671,5.7840476190476195,5.9019047619047615,0.46238095238095245,0.5538095238095239,0.544,0.5257142857142858,0.5575,0.509,0.47565217391304343,0.4734999999999999,0.4114285714285715,0.358,0.3304761904761905,0.3885,13.1585,44.65,1.5,0.67,-0.32,187.7,96.57250061035157,55022.0,30.47361364364624,129.77237281784,116.858362105852,113.504033848357,104.927066431903,148.199793302121,15.0,33.0,28.0,52.0,7.46404761904762
2016-08-01,133.69,100.05,6162708.9,14235.0,6281.0,10428.0,37694.0,6750.0,155.61,173.26,68.67,179.93,0.32,0.47,0.11,0.04,0.88,0.34,-0.27,0.43,0.15,0.29,0.44,0.54,0.5,0.26,0.46,0.49,0.55,0.57,0.54,0.39,75.5,101.8,99.2,98.0,112.0,97.4,95.6,103.2,143.8,174522.0,5211.0,1464.0,181197.0,76.97,73.9,90.2,242573247.0,643658871.0,147823688.0,313375647.0,2348937566.0,5158943154.0,5607068135.0,165551959.0,75.18,101.1,91.61,89.45,89.45,104.96,89.82,200768.0,159599.0,157147.0,71601.6,7003.2,369541.0,-1478.8,-1.86,-549814.91,3188132.37,2638317.45,-10.78,40.58,29.79,169002.91,22266.95,2.74,64.5,3.2403,14.15,7.5,0.5,336.0,21682.2831073507,13.15,13.1209516129032,0.30723684210526314,5.451086956521739,5.319565217391304,0.47347826086956524,0.5081818181818182,0.51,0.5522727272727272,0.5109090909090909,0.47479999999999994,0.46090909090909093,0.4121739130434783,0.3427272727272727,0.3169565217391304,0.38130434782608696,0.5082608695652174,12.399565217391304,44.72,1.56,0.74,-0.17,186.6,95.38000023883322,57988.04347826087,31.91646857883619,134.861242176235,120.423300607699,120.234452295384,106.258794421056,164.469557142102,10.0,25.0,20.0,42.0,7.712826086956522
2016-09-01,133.62,106.95,6187501.9,14058.0,6398.0,10890.0,38345.0,6998.0,158.33,174.84,73.58,184.53,0.07,0.36,-0.14,0.18,-1.56,0.6,0.36,0.03,0.2,0.33,0.08,-0.04,-0.01,0.37,0.01,0.3,0.34,0.29,0.16,0.33,76.8,103.3,102.4,98.9,113.7,98.4,96.8,104.3,138.35,165115.0,4846.0,2144.0,172105.0,76.94,74.2,88.0,246668916.0,645433350.0,151306402.0,323287076.0,2351620449.0,5205671446.0,5652149886.0,171980674.0,75.54,100.65,90.33,88.4,88.59,104.73,89.06,177755.0,138294.0,158955.0,70443.7,5427.8,370417.0,-1816.0,-1.75,-562825.23,3262694.71,2699869.47,-10.96,41.63,30.67,188327.22,26642.64,3.04,65.35,3.2462,14.15,7.5,-0.03,315.0,23162.95239759,12.78,12.8109535714286,0.402989417989418,5.222142857142858,5.397619047619047,0.49850000000000005,0.5023809523809524,0.5561904761904762,0.5057142857142858,0.4795238095238095,0.45952380952380956,0.4014285714285714,0.3280952380952381,0.30428571428571427,0.391,0.5225000000000001,0.5438095238095239,14.21952380952381,45.18,1.63,0.77,-0.17,186.9,95.46523757207962,58424.52380952381,32.13164393107096,134.778324759332,120.266565962167,112.782049473991,105.063334809329,151.058664847689,8.0,23.0,20.0,38.0,7.56547619047619
2016-10-01,133.37,105.98,6205866.7,13938.0,6373.0,10856.0,38198.0,7031.0,158.07,172.03,80.67,182.41,0.34,0.42,0.27,0.15,-0.4,0.22,0.12,0.13,0.16,0.21,0.26,0.08,0.17,0.54,0.25,0.4,0.4,0.42,0.35,0.32,68.2,102.5,97.4,97.6,112.7,97.1,95.6,102.7,139.55,171281.0,4635.0,1654.0,177570.0,76.64,73.8,86.7,250744951.0,646800713.0,154121852.0,322983773.0,2356477212.0,5228485955.0,5681511504.0,168861921.0,73.14,98.84,90.66,88.5,90.79,104.13,89.32,177315.0,140245.0,151995.0,72571.3,8085.7,367528.0,-3657.9,-1.63,-539844.09,3262783.78,2722939.68,-10.53,41.45,30.92,137208.12,-39588.91,2.21,63.58,3.1811,14.05,7.5,0.04,,51535.96055907,12.36,12.3469965517241,0.4700791556728232,5.02325,5.26525,0.4755,0.5184210526315789,0.49157894736842106,0.46818181818181814,0.4515789473684211,0.3835,0.32263157894736844,0.3015,0.38947368421052636,0.4957894736842105,0.5285,0.538421052631579,14.585238095238097,49.78,1.76,0.84,-0.26,186.7,97.73899917602539,62477.4,32.283630552746004,135.483898464922,120.399997522459,97.5951294490091,106.269021233569,141.22839024777,11.0,28.0,23.0,47.0,7.3635
2016-11-01,133.13,110.3,6238414.5,13917.0,6368.0,11134.0,38754.0,7335.0,166.76,181.96,79.63,203.21,0.17,0.36,0.15,-0.16,-1.87,0.75,0.06,0.05,-0.03,0.16,0.18,0.12,0.17,0.22,0.21,0.38,0.39,0.29,0.35,0.35,78.6,103.0,108.2,97.7,115.7,98.1,95.8,101.7,137.26,212126.0,5362.0,1596.0,219084.0,76.69,73.9,85.5,244773794.0,652682548.0,158865851.0,332706192.0,2387236146.0,5264955221.0,5743868110.0,173840340.0,77.21,99.38,90.35,87.93,92.03,102.31,89.08,214373.0,157651.0,159295.0,72981.0,7005.3,365556.0,-878.5,-1.44,-602412.37,3346519.28,2744106.91,-11.59,42.51,30.92,156781.98,39140.82,2.51,66.07,3.3967,13.9,7.5,-0.01,323.0,26553.66287518,12.37,12.3458740740741,0.5216137566137565,4.909000000000001,5.11275,0.49749999999999994,0.458421052631579,0.45428571428571435,0.4495,0.3775,0.3163157894736842,0.2985,0.3589473684210526,0.4645,0.509,0.5215,0.496,15.236190476190476,45.66,2.14,0.98,-0.07,186.3,99.7055004119873,61619.4,30.667231514340354,136.671385129298,122.1986561023,100.87315141943,105.37823811991,145.104398691666,8.0,20.0,17.0,39.0,7.471499999999999
2016-12-01,132.53,110.73,6269328.0,13529.0,6369.0,11357.0,38781.0,7526.0,170.31,181.07,90.46,204.77,0.33,0.46,0.72,0.69,-1.16,1.98,0.2,0.83,0.54,0.34,0.3,0.32,0.4,-0.01,0.47,0.4,0.37,0.3,0.53,0.35,81.0,105.7,109.6,98.4,118.1,99.7,97.4,105.0,131.29,196068.0,4102.0,973.0,201143.0,76.86,73.4,79.3,247102234.0,669286299.0,171055078.0,363028546.0,2446065748.0,5370570893.0,5831877727.0,191973469.0,78.01,100.9,88.71,86.13,92.69,98.28,88.97,238120.0,178828.0,177892.0,74294.6,11662.4,365016.0,-4995.7,-1.7,-560900.25,3453813.69,2892913.46,-10.8,44.14,33.34,155790.61,70737.36,2.48,65.07,3.2591,13.65,7.5,1.1,348.0,35151.99042631,11.84,11.8118870967742,0.6288451443569554,4.806136363636363,5.197272727272727,0.45545454545454545,0.43999999999999995,0.4376190476190476,0.3609090909090909,0.3227272727272727,0.30272727272727273,0.3477272727272727,0.4414285714285714,0.49636363636363634,0.509047619047619,0.485,0.4695238095238095,12.472380952380954,51.97,2.49,1.2,0.15,188.2,102.01333254859561,59126.23809523809,30.514823550269718,133.814615839569,124.324649931824,109.215228446004,106.614291363249,141.786503975625,8.0,16.0,60.0,31.0,7.030681818181818
